Text,Label,cue_0,boc_prompt_0,cue_1,boc_prompt_1,cue_2,boc_prompt_2,boc_output_0,boc_label_0,boc_output_1,boc_label_1,boc_output_2,boc_label_2,label_pred
Haha guess my tweet was ok then. Are you back in training @charliejnwalker,0,"['rhetorical devices', 'common knowledge', 'surface emotion', 'keywords', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, common knowledge, surface emotion, keywords, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Haha guess my tweet was ok then. Are you back in training @charliejnwalker\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'punctuation', 'keywords', 'topic', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, punctuation, keywords, topic, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Haha guess my tweet was ok then. Are you back in training @charliejnwalker\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'common knowledge', 'emotional contrasts', 'emotional words', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, common knowledge, emotional contrasts, emotional words, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Haha guess my tweet was ok then. Are you back in training @charliejnwalker\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,not sarcastic,0,1
13 voice mails at work is always lovely #not,1,"['emotional contrasts', 'punctuation', 'context', 'surface emotion', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, punctuation, context, surface emotion, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        13 voice mails at work is always lovely #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'surface emotion', 'topic', 'emotional contrasts', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, surface emotion, topic, emotional contrasts, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        13 voice mails at work is always lovely #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'emotional words', 'common knowledge', 'language style', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, emotional words, common knowledge, language style, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        13 voice mails at work is always lovely #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Sick on Christmas YAYYYY #not,1,"['context', 'punctuation', 'surface emotion', 'emotional contrasts', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, punctuation, surface emotion, emotional contrasts, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Sick on Christmas YAYYYY #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'punctuation', 'language style', 'topic', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, punctuation, language style, topic, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Sick on Christmas YAYYYY #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'language style', 'rhetorical devices', 'cultural background', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, language style, rhetorical devices, cultural background, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Sick on Christmas YAYYYY #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","eight o'clock in the morning, with the eye drops. #not",1,sarcastic,1,sarcastic,1,1
How were your #holidays? We'd love to hear all about them!,0,"['emotional words', 'rhetorical devices', 'cultural background', 'language style', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, rhetorical devices, cultural background, language style, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        How were your #holidays? We'd love to hear all about them!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'emotional contrasts', 'emotional words', 'context', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, emotional contrasts, emotional words, context, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        How were your #holidays? We'd love to hear all about them!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'common knowledge', 'context', 'emotional contrasts', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, common knowledge, context, emotional contrasts, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        How were your #holidays? We'd love to hear all about them!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,not sarcastic,0,not sarcastic,0,0
Ah yes. Just what I wanted today- a pounding migraine. #Sarcasm,1,"['emotional words', 'cultural background', 'punctuation', 'emotional contrasts', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, cultural background, punctuation, emotional contrasts, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Ah yes. Just what I wanted today- a pounding migraine. #Sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'common knowledge', 'keywords', 'context', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, common knowledge, keywords, context, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Ah yes. Just what I wanted today- a pounding migraine. #Sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'surface emotion', 'common knowledge', 'keywords', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, surface emotion, common knowledge, keywords, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Ah yes. Just what I wanted today- a pounding migraine. #Sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Munching cheese like its Christmas #stiltonoverload,0,"['emotional words', 'keywords', 'language style', 'cultural background', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, keywords, language style, cultural background, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Munching cheese like its Christmas #stiltonoverload\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'topic', 'punctuation', 'common knowledge', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, topic, punctuation, common knowledge, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Munching cheese like its Christmas #stiltonoverload\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'punctuation', 'topic', 'language style', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, punctuation, topic, language style, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Munching cheese like its Christmas #stiltonoverload\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
#Hazard worker training. 1st break there was 3 doz donuts and half class outside to smoke. #fail #nomealfitters #irony @MealFit @CrossFit,1,"['common knowledge', 'language style', 'topic', 'context', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, language style, topic, context, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Hazard worker training. 1st break there was 3 doz donuts and half class outside to smoke. #fail #nomealfitters #irony @MealFit @CrossFit\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'language style', 'punctuation', 'emotional contrasts', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, language style, punctuation, emotional contrasts, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Hazard worker training. 1st break there was 3 doz donuts and half class outside to smoke. #fail #nomealfitters #irony @MealFit @CrossFit\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'punctuation', 'topic', 'keywords', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, punctuation, topic, keywords, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Hazard worker training. 1st break there was 3 doz donuts and half class outside to smoke. #fail #nomealfitters #irony @MealFit @CrossFit\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
The thought of work tonight really kills that Friday feeling.,0,"['special symbols', 'rhetorical devices', 'emotional contrasts', 'surface emotion', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, rhetorical devices, emotional contrasts, surface emotion, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The thought of work tonight really kills that Friday feeling.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'emotional words', 'common knowledge', 'keywords', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, emotional words, common knowledge, keywords, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The thought of work tonight really kills that Friday feeling.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'keywords', 'language style', 'rhetorical devices', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, keywords, language style, rhetorical devices, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The thought of work tonight really kills that Friday feeling.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,not sarcastic,0,1
The thirstiest of thirst buckets calling other people thirsty 😒 #irony,1,"['surface emotion', 'special symbols', 'punctuation', 'context', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, special symbols, punctuation, context, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The thirstiest of thirst buckets calling other people thirsty 😒 #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'special symbols', 'cultural background', 'topic', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, special symbols, cultural background, topic, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The thirstiest of thirst buckets calling other people thirsty 😒 #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'topic', 'keywords', 'cultural background', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, topic, keywords, cultural background, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The thirstiest of thirst buckets calling other people thirsty 😒 #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,not sarcastic,0,1
@AfterGrogBlog #pantsdowntiggy was his crime. Pixelation #moot or #irony,0,"['rhetorical devices', 'punctuation', 'cultural background', 'context', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, punctuation, cultural background, context, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @AfterGrogBlog #pantsdowntiggy was his crime. Pixelation #moot or #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'special symbols', 'surface emotion', 'keywords', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, special symbols, surface emotion, keywords, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @AfterGrogBlog #pantsdowntiggy was his crime. Pixelation #moot or #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'emotional contrasts', 'rhetorical devices', 'common knowledge', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, emotional contrasts, rhetorical devices, common knowledge, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @AfterGrogBlog #pantsdowntiggy was his crime. Pixelation #moot or #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,not sarcastic,0,sarcastic,1,1
#notcies #eu Green determined to block Hinkley Point - Green determined to block Hinkley Point Copyright EP 2013.... http://t.co/1koLDjISq3,0,"['cultural background', 'language style', 'common knowledge', 'emotional contrasts', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, language style, common knowledge, emotional contrasts, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #notcies #eu Green determined to block Hinkley Point - Green determined to block Hinkley Point Copyright EP 2013.... http://t.co/1koLDjISq3\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'cultural background', 'emotional words', 'special symbols', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, cultural background, emotional words, special symbols, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #notcies #eu Green determined to block Hinkley Point - Green determined to block Hinkley Point Copyright EP 2013.... http://t.co/1koLDjISq3\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['topic', 'special symbols', 'surface emotion', 'cultural background', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: topic, special symbols, surface emotion, cultural background, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #notcies #eu Green determined to block Hinkley Point - Green determined to block Hinkley Point Copyright EP 2013.... http://t.co/1koLDjISq3\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,"sarcastic

### cues:

keywords: hinkley point, content copyright

cultural background: uk, british

emotional words: determined, block, blocked

special symbols: http://t.co/1koldjisq3",1,sarcastic,1,1
I've got a right thirst on... #NewsYearsEve,0,"['emotional contrasts', 'rhetorical devices', 'common knowledge', 'topic', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, rhetorical devices, common knowledge, topic, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I've got a right thirst on... #NewsYearsEve\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'emotional contrasts', 'rhetorical devices', 'context', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, emotional contrasts, rhetorical devices, context, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I've got a right thirst on... #NewsYearsEve\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'common knowledge', 'punctuation', 'context', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, common knowledge, punctuation, context, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I've got a right thirst on... #NewsYearsEve\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,sarcastic,1,sarcastic,1,1
Love the fact that I turned off my alarm this morning and slept till so freaking late #not,1,"['keywords', 'emotional contrasts', 'language style', 'topic', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, emotional contrasts, language style, topic, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Love the fact that I turned off my alarm this morning and slept till so freaking late #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'context', 'topic', 'rhetorical devices', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, context, topic, rhetorical devices, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Love the fact that I turned off my alarm this morning and slept till so freaking late #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'rhetorical devices', 'language style', 'emotional contrasts', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, rhetorical devices, language style, emotional contrasts, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Love the fact that I turned off my alarm this morning and slept till so freaking late #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","### sentence parts satisfied for sarcasm label:

1. keywords: hate # turn off # wake up
2. emotional contrast: bashed
3. language style: informal but sarcastic
4. topic: personal

### label: sarcasm",1,sarcastic,1,sarcastic,1,1
#mcfc trying to kill their opponents.,0,"['punctuation', 'keywords', 'topic', 'rhetorical devices', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, keywords, topic, rhetorical devices, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #mcfc trying to kill their opponents.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'language style', 'rhetorical devices', 'topic', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, language style, rhetorical devices, topic, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #mcfc trying to kill their opponents.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'punctuation', 'special symbols', 'cultural background', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, punctuation, special symbols, cultural background, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #mcfc trying to kill their opponents.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,sarcastic,1,sarcastic,1,1
"#Seen #a #headline #about #a #doctor #that #starts #with #""Doctor #who...""? #Why #not #stick #your #head #in #the #toilet #and #pull #the...",0,"['punctuation', 'rhetorical devices', 'cultural background', 'emotional words', 'language style']","[{'role': 'user', 'content': '\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, rhetorical devices, cultural background, emotional words, language style from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Input:\n        #Seen #a #headline #about #a #doctor #that #starts #with #""Doctor #who...""? #Why #not #stick #your #head #in #the #toilet #and #pull #the...\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['rhetorical devices', 'topic', 'keywords', 'punctuation', 'surface emotion']","[{'role': 'user', 'content': '\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, topic, keywords, punctuation, surface emotion from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Input:\n        #Seen #a #headline #about #a #doctor #that #starts #with #""Doctor #who...""? #Why #not #stick #your #head #in #the #toilet #and #pull #the...\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['context', 'emotional words', 'topic', 'special symbols', 'punctuation']","[{'role': 'user', 'content': '\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, emotional words, topic, special symbols, punctuation from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Input:\n        #Seen #a #headline #about #a #doctor #that #starts #with #""Doctor #who...""? #Why #not #stick #your #head #in #the #toilet #and #pull #the...\n\n        ### Response: \n\n        ### Label: \n\n        '}]",sarcastic,1,sarcastic,1,['sarcastic'],1,1
"@SusanCalman @ClaireofThorpe Yet no ""dog in the manger"" that actually makes it a dog in a manger story #Irony",1,"['rhetorical devices', 'cultural background', 'language style', 'special symbols', 'topic']","[{'role': 'user', 'content': '\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, cultural background, language style, special symbols, topic from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Input:\n        @SusanCalman @ClaireofThorpe Yet no ""dog in the manger"" that actually makes it a dog in a manger story #Irony\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['keywords', 'common knowledge', 'rhetorical devices', 'emotional words', 'cultural background']","[{'role': 'user', 'content': '\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, common knowledge, rhetorical devices, emotional words, cultural background from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Input:\n        @SusanCalman @ClaireofThorpe Yet no ""dog in the manger"" that actually makes it a dog in a manger story #Irony\n\n        ### Response: \n\n        ### Label: \n\n        '}]","['special symbols', 'context', 'punctuation', 'common knowledge', 'topic']","[{'role': 'user', 'content': '\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, context, punctuation, common knowledge, topic from the Input text, to assign a correct label of the Input text from [\'Not Sarcastic\', \'Sarcastic\'].\'\'\'\n\n        ### Input:\n        @SusanCalman @ClaireofThorpe Yet no ""dog in the manger"" that actually makes it a dog in a manger story #Irony\n\n        ### Response: \n\n        ### Label: \n\n        '}]",sarcastic,1,"""not sarcastic""",0,sarcastic,1,1
#Irony http://t.co/yeIqA3NfS1 Reverend tells kids that Santa is not real why declaring a sky fairy is because a book says so. #LOL,1,"['surface emotion', 'keywords', 'rhetorical devices', 'emotional contrasts', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, keywords, rhetorical devices, emotional contrasts, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Irony http://t.co/yeIqA3NfS1 Reverend tells kids that Santa is not real why declaring a sky fairy is because a book says so. #LOL\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'language style', 'emotional words', 'cultural background', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, language style, emotional words, cultural background, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Irony http://t.co/yeIqA3NfS1 Reverend tells kids that Santa is not real why declaring a sky fairy is because a book says so. #LOL\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'language style', 'cultural background', 'common knowledge', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, language style, cultural background, common knowledge, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Irony http://t.co/yeIqA3NfS1 Reverend tells kids that Santa is not real why declaring a sky fairy is because a book says so. #LOL\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"Laborers in the San Joaquin Valley, one of the most productive farming regions in the world, suffer from food insecurity. #irony #poverty",1,"['keywords', 'topic', 'emotional words', 'surface emotion', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, topic, emotional words, surface emotion, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Laborers in the San Joaquin Valley, one of the most productive farming regions in the world, suffer from food insecurity. #irony #poverty\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'rhetorical devices', 'topic', 'punctuation', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, rhetorical devices, topic, punctuation, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Laborers in the San Joaquin Valley, one of the most productive farming regions in the world, suffer from food insecurity. #irony #poverty\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'emotional words', 'common knowledge', 'keywords', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, emotional words, common knowledge, keywords, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Laborers in the San Joaquin Valley, one of the most productive farming regions in the world, suffer from food insecurity. #irony #poverty\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,not sarcastic,0,sarcastic,1,1
